\\Hourly Demand Report,,,
\\Created at 2019-04-02 07:30:07,,,
\\For 2019,,,
Date,Hour,Market Demand,Ontario Demand
2019-01-01,1,16231,13198
2019-01-01,2,16051,12737
2019-01-01,3,15805,12531
2019-01-01,4,15580,12291
2019-01-01,5,15609,12305
2019-01-01,6,15775,12559
2019-01-01,7,15966,13009
2019-01-01,8,16342,13234
2019-01-01,9,16188,13558
2019-01-01,10,16515,13973
2019-01-01,11,16706,14207
2019-01-01,12,16446,14391
2019-01-01,13,16464,14442
2019-01-01,14,16510,14427
2019-01-01,15,16850,14557
2019-01-01,16,17062,15000
2019-01-01,17,18043,16064
2019-01-01,18,19196,17232
2019-01-01,19,19291,17278
2019-01-01,20,19281,17055
2019-01-01,21,19011,16834
2019-01-01,22,18490,16320
2019-01-01,23,17205,15521
2019-01-01,24,16656,14944
2019-01-02,1,16292,14631
2019-01-02,2,16049,14240
2019-01-02,3,15946,14021
2019-01-02,4,15886,13924
2019-01-02,5,16308,14183
2019-01-02,6,16899,14813
2019-01-02,7,17903,16096
2019-01-02,8,18912,17129
2019-01-02,9,19278,17438
2019-01-02,10,19187,17409
2019-01-02,11,19134,17392
2019-01-02,12,19202,17407
2019-01-02,13,19504,17611
2019-01-02,14,19792,17850
2019-01-02,15,19821,17997
2019-01-02,16,20136,18464
2019-01-02,17,20569,18802
2019-01-02,18,21318,19666
2019-01-02,19,21048,19285
2019-01-02,20,20778,19136
2019-01-02,21,20449,18737
2019-01-02,22,19652,17961
2019-01-02,23,18627,16811
2019-01-02,24,17719,15879
2019-01-03,1,17527,15236
2019-01-03,2,17454,14589
2019-01-03,3,17504,14349
2019-01-03,4,17249,14024
2019-01-03,5,17155,14074
2019-01-03,6,17018,14539
2019-01-03,7,17765,15604
2019-01-03,8,18656,16668
2019-01-03,9,19115,17220
2019-01-03,10,19613,17670
2019-01-03,11,19648,17858
2019-01-03,12,19586,17719
2019-01-03,13,19532,17417
2019-01-03,14,19675,17471
2019-01-03,15,19835,17657
2019-01-03,16,20037,17777
2019-01-03,17,20345,18230
2019-01-03,18,20827,18803
2019-01-03,19,20119,18414
2019-01-03,20,20244,18182
2019-01-03,21,19873,17868
2019-01-03,22,19210,17048
2019-01-03,23,18381,16071
2019-01-03,24,18014,15024
2019-01-04,1,17998,14378
2019-01-04,2,17292,13862
2019-01-04,3,16980,13622
2019-01-04,4,16943,13464
2019-01-04,5,16306,13560
2019-01-04,6,16987,13984
2019-01-04,7,17351,15038
2019-01-04,8,18517,15999
2019-01-04,9,18360,16178
2019-01-04,10,18785,16297
2019-01-04,11,18807,16269
2019-01-04,12,18548,16171
2019-01-04,13,18466,15948
2019-01-04,14,18460,15733
2019-01-04,15,17933,15513
2019-01-04,16,17998,15878
2019-01-04,17,18618,16633
2019-01-04,18,19858,17738
2019-01-04,19,19739,17658
2019-01-04,20,19521,17425
2019-01-04,21,19107,17038
2019-01-04,22,18635,16647
2019-01-04,23,17679,15772
2019-01-04,24,16675,14740
2019-01-05,1,16060,13781
2019-01-05,2,15490,13223
2019-01-05,3,15640,12984
2019-01-05,4,15500,12882
2019-01-05,5,15785,12994
2019-01-05,6,15836,13167
2019-01-05,7,16229,13641
2019-01-05,8,17055,14488
2019-01-05,9,17174,15072
2019-01-05,10,17707,15504
2019-01-05,11,18085,15764
2019-01-05,12,18442,16042
2019-01-05,13,18131,16056
2019-01-05,14,17959,15840
2019-01-05,15,17537,15761
2019-01-05,16,18055,15859
2019-01-05,17,18549,16343
2019-01-05,18,19518,17184
2019-01-05,19,19299,16913
2019-01-05,20,19048,16558
2019-01-05,21,18495,16106
2019-01-05,22,18242,15543
2019-01-05,23,17176,14756
2019-01-05,24,16759,13810
2019-01-06,1,16736,13323
2019-01-06,2,16451,12839
2019-01-06,3,15895,12462
2019-01-06,4,15723,12332
2019-01-06,5,15969,12502
2019-01-06,6,16041,12643
2019-01-06,7,16461,13061
2019-01-06,8,16933,13748
2019-01-06,9,17025,14211
2019-01-06,10,17261,14576
2019-01-06,11,17127,14798
2019-01-06,12,16714,14637
2019-01-06,13,17316,14968
2019-01-06,14,17587,15167
2019-01-06,15,18156,15389
2019-01-06,16,18385,15849
2019-01-06,17,18752,16731
2019-01-06,18,19966,18226
2019-01-06,19,19932,18194
2019-01-06,20,19822,17843
2019-01-06,21,19238,17404
2019-01-06,22,18709,16848
2019-01-06,23,17785,15899
2019-01-06,24,17104,14959
2019-01-07,1,17092,14474
2019-01-07,2,16696,14024
2019-01-07,3,16542,13803
2019-01-07,4,16367,13732
2019-01-07,5,16841,14101
2019-01-07,6,17454,14763
2019-01-07,7,18723,16056
2019-01-07,8,20282,17642
2019-01-07,9,20727,18007
2019-01-07,10,20756,18027
2019-01-07,11,20775,18146
2019-01-07,12,21082,18329
2019-01-07,13,20724,18344
2019-01-07,14,20515,18388
2019-01-07,15,20118,18247
2019-01-07,16,20458,18356
2019-01-07,17,20855,18977
2019-01-07,18,21361,19717
2019-01-07,19,20628,19204
2019-01-07,20,20626,18954
2019-01-07,21,20010,18550
2019-01-07,22,20020,17843
2019-01-07,23,19071,16650
2019-01-07,24,18123,15568
2019-01-08,1,17672,14711
2019-01-08,2,17507,14104
2019-01-08,3,17079,13773
2019-01-08,4,17061,13591
2019-01-08,5,17279,13826
2019-01-08,6,17074,14413
2019-01-08,7,18200,15647
2019-01-08,8,19080,17043
2019-01-08,9,18905,17102
2019-01-08,10,18222,16911
2019-01-08,11,18269,16891
2019-01-08,12,18526,16873
2019-01-08,13,18747,16721
2019-01-08,14,18553,16907
2019-01-08,15,18985,17045
2019-01-08,16,19482,17234
2019-01-08,17,19786,17795
2019-01-08,18,20528,18527
2019-01-08,19,20084,18031
2019-01-08,20,19760,17746
2019-01-08,21,19540,17361
2019-01-08,22,18829,16705
2019-01-08,23,18166,15699
2019-01-08,24,17541,14746
2019-01-09,1,16889,13907
2019-01-09,2,16682,13478
2019-01-09,3,16499,13443
2019-01-09,4,16675,13512
2019-01-09,5,16673,13599
2019-01-09,6,16875,14067
2019-01-09,7,17460,15242
2019-01-09,8,18463,16411
2019-01-09,9,19019,17061
2019-01-09,10,19110,17146
2019-01-09,11,19353,17202
2019-01-09,12,19368,16931
2019-01-09,13,19198,16834
2019-01-09,14,19142,16743
2019-01-09,15,19182,16807
2019-01-09,16,19671,17142
2019-01-09,17,20107,17982
2019-01-09,18,20909,18794
2019-01-09,19,21298,18747
2019-01-09,20,21133,18645
2019-01-09,21,20824,18334
2019-01-09,22,20294,17567
2019-01-09,23,19396,16590
2019-01-09,24,18418,15477
2019-01-10,1,18031,14716
2019-01-10,2,17647,14340
2019-01-10,3,17523,14134
2019-01-10,4,18013,14083
2019-01-10,5,17990,14312
2019-01-10,6,18127,14965
2019-01-10,7,19105,16373
2019-01-10,8,20160,17677
2019-01-10,9,20428,18082
2019-01-10,10,20057,17887
2019-01-10,11,20153,17720
2019-01-10,12,19821,17294
2019-01-10,13,19740,17075
2019-01-10,14,19737,16996
2019-01-10,15,19758,17104
2019-01-10,16,20368,17626
2019-01-10,17,21253,18607
2019-01-10,18,22342,19804
2019-01-10,19,22395,20012
2019-01-10,20,22103,19965
2019-01-10,21,21792,19638
2019-01-10,22,20938,18957
2019-01-10,23,19494,17753
2019-01-10,24,19028,16737
2019-01-11,1,18393,15897
2019-01-11,2,18160,15604
2019-01-11,3,18392,15697
2019-01-11,4,18050,15639
2019-01-11,5,18092,15670
2019-01-11,6,18717,16306
2019-01-11,7,19772,17618
2019-01-11,8,21079,19088
2019-01-11,9,20726,19305
2019-01-11,10,20477,19016
2019-01-11,11,20257,18572
2019-01-11,12,20129,17974
2019-01-11,13,19881,17632
2019-01-11,14,19858,17450
2019-01-11,15,19786,17481
2019-01-11,16,20135,18012
2019-01-11,17,20971,18919
2019-01-11,18,21980,19934
2019-01-11,19,21862,19826
2019-01-11,20,21498,19557
2019-01-11,21,21042,19207
2019-01-11,22,20507,18563
2019-01-11,23,19752,17679
2019-01-11,24,18520,16548
2019-01-12,1,18214,15742
2019-01-12,2,17662,15286
2019-01-12,3,17227,14936
2019-01-12,4,17144,14769
2019-01-12,5,16761,14744
2019-01-12,6,17588,14983
2019-01-12,7,17323,15512
2019-01-12,8,17931,16279
2019-01-12,9,18376,16962
2019-01-12,10,18942,17202
2019-01-12,11,18983,17044
2019-01-12,12,19249,17015
2019-01-12,13,19543,16808
2019-01-12,14,19505,16703
2019-01-12,15,19470,16796
2019-01-12,16,19441,17135
2019-01-12,17,19584,17785
2019-01-12,18,20518,18853
2019-01-12,19,20419,18658
2019-01-12,20,19759,18118
2019-01-12,21,19365,17750
2019-01-12,22,19606,17313
2019-01-12,23,19094,16705
2019-01-12,24,18407,15867
2019-01-13,1,17859,15174
2019-01-13,2,17134,14619
2019-01-13,3,17098,14441
2019-01-13,4,17186,14438
2019-01-13,5,17111,14464
2019-01-13,6,17297,14565
2019-01-13,7,17547,14998
2019-01-13,8,17849,15741
2019-01-13,9,18307,16248
2019-01-13,10,18622,16384
2019-01-13,11,18451,16230
2019-01-13,12,18797,16250
2019-01-13,13,19194,16322
2019-01-13,14,19089,16231
2019-01-13,15,19029,16316
2019-01-13,16,18754,16769
2019-01-13,17,18983,17804
2019-01-13,18,20617,19220
2019-01-13,19,20758,19314
2019-01-13,20,20565,18788
2019-01-13,21,20384,18315
2019-01-13,22,19885,17814
2019-01-13,23,19089,16980
2019-01-13,24,18243,16052
2019-01-14,1,17650,15459
2019-01-14,2,17471,14977
2019-01-14,3,17486,14979
2019-01-14,4,17433,15050
2019-01-14,5,17491,15228
2019-01-14,6,17683,15856
2019-01-14,7,18659,17157
2019-01-14,8,20058,18718
2019-01-14,9,20301,18922
2019-01-14,10,20221,18275
2019-01-14,11,19930,17968
2019-01-14,12,20151,17662
2019-01-14,13,19912,17289
2019-01-14,14,19687,17147
2019-01-14,15,19692,17240
2019-01-14,16,19612,17508
2019-01-14,17,19915,18283
2019-01-14,18,21488,19390
2019-01-14,19,21717,19555
2019-01-14,20,21730,19291
2019-01-14,21,21198,18924
2019-01-14,22,20642,18253
2019-01-14,23,18636,17031
2019-01-14,24,17835,15834
2019-01-15,1,17104,15166
2019-01-15,2,16559,14607
2019-01-15,3,16767,14553
2019-01-15,4,16554,14434
2019-01-15,5,16755,14610
2019-01-15,6,16569,15148
2019-01-15,7,17930,16347
2019-01-15,8,19230,17705
2019-01-15,9,19824,18111
2019-01-15,10,19896,18043
2019-01-15,11,20204,18080
2019-01-15,12,20380,18083
2019-01-15,13,19923,17778
2019-01-15,14,20056,17820
2019-01-15,15,20037,17882
2019-01-15,16,20187,18147
2019-01-15,17,20514,18794
2019-01-15,18,20987,19291
2019-01-15,19,20853,19061
2019-01-15,20,20997,18765
2019-01-15,21,20745,18507
2019-01-15,22,19971,17749
2019-01-15,23,18889,16742
2019-01-15,24,17923,15693
2019-01-16,1,17514,14877
2019-01-16,2,17273,14649
2019-01-16,3,17444,14542
2019-01-16,4,17345,14451
2019-01-16,5,17481,14553
2019-01-16,6,17643,15166
2019-01-16,7,18653,16164
2019-01-16,8,20462,17677
2019-01-16,9,20448,17990
2019-01-16,10,20305,17991
2019-01-16,11,19894,17789
2019-01-16,12,19396,17307
2019-01-16,13,18806,16793
2019-01-16,14,18659,16524
2019-01-16,15,18878,16505
2019-01-16,16,19298,16986
2019-01-16,17,20922,18473
2019-01-16,18,22211,19659
2019-01-16,19,22346,19928
2019-01-16,20,22238,19866
2019-01-16,21,21977,19639
2019-01-16,22,21265,18946
2019-01-16,23,19903,17730
2019-01-16,24,18534,16645
2019-01-17,1,17738,15894
2019-01-17,2,17504,15573
2019-01-17,3,17356,15387
2019-01-17,4,17320,15384
2019-01-17,5,17519,15573
2019-01-17,6,17889,16088
2019-01-17,7,19025,17289
2019-01-17,8,20615,18781
2019-01-17,9,20646,18898
2019-01-17,10,20704,18312
2019-01-17,11,20244,17993
2019-01-17,12,20406,17928
2019-01-17,13,20347,18105
2019-01-17,14,20606,18259
2019-01-17,15,20885,18368
2019-01-17,16,20765,18478
2019-01-17,17,21418,19188
2019-01-17,18,22752,20142
2019-01-17,19,22741,20113
2019-01-17,20,22185,19697
2019-01-17,21,21876,19351
2019-01-17,22,20545,18744
2019-01-17,23,19112,17736
2019-01-17,24,18091,16577
2019-01-18,1,16835,15737
2019-01-18,2,16778,15453
2019-01-18,3,16929,15316
2019-01-18,4,16960,15198
2019-01-18,5,16882,15026
2019-01-18,6,16828,15361
2019-01-18,7,18493,16643
2019-01-18,8,20387,18113
2019-01-18,9,20736,18499
2019-01-18,10,20836,18465
2019-01-18,11,20430,18414
2019-01-18,12,20536,18312
2019-01-18,13,20382,18329
2019-01-18,14,20296,18323
2019-01-18,15,20228,18040
2019-01-18,16,20170,18071
2019-01-18,17,20475,18531
2019-01-18,18,21164,19257
2019-01-18,19,21349,19170
2019-01-18,20,20940,18990
2019-01-18,21,20605,18799
2019-01-18,22,19793,18243
2019-01-18,23,18845,17354
2019-01-18,24,18060,16320
2019-01-19,1,18126,15676
2019-01-19,2,17752,15458
2019-01-19,3,17728,15234
2019-01-19,4,17249,15015
2019-01-19,5,17946,15382
2019-01-19,6,18290,15697
2019-01-19,7,18510,16037
2019-01-19,8,18346,16667
2019-01-19,9,18802,17414
2019-01-19,10,20149,18234
2019-01-19,11,20737,18853
2019-01-19,12,20826,19204
2019-01-19,13,20770,19311
2019-01-19,14,20903,19371
2019-01-19,15,21056,19105
2019-01-19,16,21104,18911
2019-01-19,17,21906,19396
2019-01-19,18,22849,20324
2019-01-19,19,22878,20249
2019-01-19,20,22311,19613
2019-01-19,21,22024,19229
2019-01-19,22,20884,18535
2019-01-19,23,19760,17707
2019-01-19,24,19040,16946
2019-01-20,1,18553,16404
2019-01-20,2,18406,16044
2019-01-20,3,18563,15878
2019-01-20,4,18690,15827
2019-01-20,5,18700,15745
2019-01-20,6,18633,15784
2019-01-20,7,18964,16108
2019-01-20,8,19657,16738
2019-01-20,9,20647,17353
2019-01-20,10,21017,17806
2019-01-20,11,21079,17939
2019-01-20,12,20996,18034
2019-01-20,13,20949,18172
2019-01-20,14,21126,18115
2019-01-20,15,20977,18129
2019-01-20,16,21029,18495
2019-01-20,17,21913,19361
2019-01-20,18,23531,20758
2019-01-20,19,23704,20879
2019-01-20,20,23553,20460
2019-01-20,21,22941,20025
2019-01-20,22,22318,19424
2019-01-20,23,21261,18514
2019-01-20,24,20434,17609
2019-01-21,1,19911,17163
2019-01-21,2,19653,17017
2019-01-21,3,18517,16744
2019-01-21,4,19767,16722
2019-01-21,5,19415,16969
2019-01-21,6,20033,17590
2019-01-21,7,21030,18773
2019-01-21,8,22846,20360
2019-01-21,9,22765,20534
2019-01-21,10,22987,20369
2019-01-21,11,22661,20364
2019-01-21,12,22455,20304
2019-01-21,13,22497,20103
2019-01-21,14,22286,19838
2019-01-21,15,21998,19533
2019-01-21,16,22322,19584
2019-01-21,17,22417,20356
2019-01-21,18,23865,21525
2019-01-21,19,23833,21274
2019-01-21,20,23056,20875
2019-01-21,21,22931,20574
2019-01-21,22,22553,20176
2019-01-21,23,21598,19163
2019-01-21,24,20568,18090
2019-01-22,1,19828,17370
2019-01-22,2,19414,17011
2019-01-22,3,18534,16683
2019-01-22,4,18338,16627
2019-01-22,5,18342,16767
2019-01-22,6,18953,17166
2019-01-22,7,20625,18410
2019-01-22,8,21429,19747
2019-01-22,9,21788,19847
2019-01-22,10,22536,19635
2019-01-22,11,22582,19707
2019-01-22,12,22787,19701
2019-01-22,13,21957,19342
2019-01-22,14,21948,19391
2019-01-22,15,21738,19275
2019-01-22,16,21603,19339
2019-01-22,17,21960,19797
2019-01-22,18,22804,20504
2019-01-22,19,22722,20591
2019-01-22,20,22646,20254
2019-01-22,21,22574,19910
2019-01-22,22,21972,19220
2019-01-22,23,20560,18139
2019-01-22,24,19100,16847
2019-01-23,1,18468,16181
2019-01-23,2,17110,15737
2019-01-23,3,17766,15587
2019-01-23,4,17377,15462
2019-01-23,5,17427,15414
2019-01-23,6,17765,15907
2019-01-23,7,18660,16897
2019-01-23,8,19530,17954
2019-01-23,9,19841,18392
2019-01-23,10,19806,18427
2019-01-23,11,20886,18678
2019-01-23,12,21135,18707
2019-01-23,13,20912,18616
2019-01-23,14,21018,18605
2019-01-23,15,20773,18404
2019-01-23,16,20812,18508
2019-01-23,17,20758,18875
2019-01-23,18,21577,19389
2019-01-23,19,21539,19074
2019-01-23,20,21228,18839
2019-01-23,21,20661,18603
2019-01-23,22,20208,17912
2019-01-23,23,18693,16692
2019-01-23,24,17718,15549
2019-01-24,1,16500,14826
2019-01-24,2,16352,14426
2019-01-24,3,16166,14290
2019-01-24,4,16175,14181
2019-01-24,5,16783,14468
2019-01-24,6,17221,14982
2019-01-24,7,18257,16110
2019-01-24,8,19318,17417
2019-01-24,9,20320,18169
2019-01-24,10,19968,17903
2019-01-24,11,20341,17981
2019-01-24,12,19849,17728
2019-01-24,13,19328,17457
2019-01-24,14,19208,17371
2019-01-24,15,19320,17604
2019-01-24,16,19327,17835
2019-01-24,17,19758,18393
2019-01-24,18,20509,19125
2019-01-24,19,20838,19251
2019-01-24,20,20928,19026
2019-01-24,21,20543,18747
2019-01-24,22,20083,18260
2019-01-24,23,19133,17271
2019-01-24,24,18333,16130
2019-01-25,1,17939,15416
2019-01-25,2,17565,15024
2019-01-25,3,17239,14730
2019-01-25,4,17252,14686
2019-01-25,5,17367,14815
2019-01-25,6,18025,15524
2019-01-25,7,18786,16526
2019-01-25,8,20026,17888
2019-01-25,9,20324,18226
2019-01-25,10,20282,18109
2019-01-25,11,19857,17624
2019-01-25,12,19783,17430
2019-01-25,13,19703,17409
2019-01-25,14,19815,17663
2019-01-25,15,20005,17730
2019-01-25,16,19674,17803
2019-01-25,17,19889,18013
2019-01-25,18,20908,18924
2019-01-25,19,21128,19165
2019-01-25,20,20743,18885
2019-01-25,21,20558,18858
2019-01-25,22,20231,18449
2019-01-25,23,19414,17655
2019-01-25,24,19074,16734
2019-01-26,1,18515,16179
2019-01-26,2,18148,15837
2019-01-26,3,17915,15596
2019-01-26,4,17633,15454
2019-01-26,5,17175,15521
2019-01-26,6,17569,15656
2019-01-26,7,17996,16324
2019-01-26,8,18913,17018
2019-01-26,9,19442,17711
2019-01-26,10,19512,17925
2019-01-26,11,19048,17410
2019-01-26,12,18802,17042
2019-01-26,13,18791,16918
2019-01-26,14,18360,16811
2019-01-26,15,18547,16949
2019-01-26,16,18750,17490
2019-01-26,17,19244,18158
2019-01-26,18,20347,19223
2019-01-26,19,20986,19534
2019-01-26,20,20192,18897
2019-01-26,21,19554,18356
2019-01-26,22,19046,17681
2019-01-26,23,18382,17130
2019-01-26,24,18578,16633
2019-01-27,1,17464,15686
2019-01-27,2,17127,15187
2019-01-27,3,16802,14935
2019-01-27,4,17328,14768
2019-01-27,5,17541,14607
2019-01-27,6,17897,14824
2019-01-27,7,17992,15295
2019-01-27,8,18502,15879
2019-01-27,9,19067,16433
2019-01-27,10,19687,16960
2019-01-27,11,19074,17019
2019-01-27,12,18939,16978
2019-01-27,13,19141,16892
2019-01-27,14,19589,17005
2019-01-27,15,19867,17097
2019-01-27,16,20158,17465
2019-01-27,17,20851,18365
2019-01-27,18,21663,19553
2019-01-27,19,22198,20056
2019-01-27,20,21415,19584
2019-01-27,21,20853,19034
2019-01-27,22,19995,18493
2019-01-27,23,19215,17735
2019-01-27,24,18739,17185
2019-01-28,1,18379,16709
2019-01-28,2,17742,16331
2019-01-28,3,17421,16177
2019-01-28,4,17333,16180
2019-01-28,5,17267,16205
2019-01-28,6,18498,16852
2019-01-28,7,19852,18227
2019-01-28,8,21280,19597
2019-01-28,9,21386,19590
2019-01-28,10,21472,19365
2019-01-28,11,22220,19401
2019-01-28,12,22350,19493
2019-01-28,13,22351,19592
2019-01-28,14,22256,19682
2019-01-28,15,22034,19594
2019-01-28,16,21863,19707
2019-01-28,17,21692,20090
2019-01-28,18,23167,21049
2019-01-28,19,23598,21041
2019-01-28,20,23138,20827
2019-01-28,21,22200,20432
2019-01-28,22,21742,19584
2019-01-28,23,20192,18394
2019-01-28,24,19747,17235
2019-01-29,1,19244,16446
2019-01-29,2,19371,16092
2019-01-29,3,19398,15803
2019-01-29,4,19120,15616
2019-01-29,5,19410,15779
2019-01-29,6,19224,16265
2019-01-29,7,19962,17415
2019-01-29,8,21285,18637
2019-01-29,9,21569,18963
2019-01-29,10,22263,19177
2019-01-29,11,21971,19036
2019-01-29,12,21538,18702
2019-01-29,13,21383,18593
2019-01-29,14,21010,18648
2019-01-29,15,20764,18456
2019-01-29,16,21031,18639
2019-01-29,17,21703,19137
2019-01-29,18,22633,19746
2019-01-29,19,23056,20169
2019-01-29,20,23280,20040
2019-01-29,21,23030,19880
2019-01-29,22,22115,19207
2019-01-29,23,20578,17959
2019-01-29,24,19695,16918
2019-01-30,1,19281,16109
2019-01-30,2,19036,15865
2019-01-30,3,19093,15700
2019-01-30,4,19008,15695
2019-01-30,5,19144,15844
2019-01-30,6,19618,16518
2019-01-30,7,20603,17895
2019-01-30,8,21813,19153
2019-01-30,9,22118,19268
2019-01-30,10,21897,19031
2019-01-30,11,22076,18981
2019-01-30,12,22048,18917
2019-01-30,13,21810,18786
2019-01-30,14,21701,18802
2019-01-30,15,21790,18777
2019-01-30,16,21764,18923
2019-01-30,17,22548,19429
2019-01-30,18,23588,20333
2019-01-30,19,24377,20986
2019-01-30,20,24036,20930
2019-01-30,21,23679,20672
2019-01-30,22,22855,19943
2019-01-30,23,21306,18947
2019-01-30,24,20344,17931
2019-01-31,1,20100,17415
2019-01-31,2,19674,17139
2019-01-31,3,19455,16827
2019-01-31,4,19050,16816
2019-01-31,5,19469,16789
