\\Hourly Demand Report,,,
2019-03-02,15,17197,16258
2019-03-02,16,17436,16554
2019-03-02,17,17343,16719
2019-03-02,18,17928,17149
2019-03-02,19,18407,17704
2019-03-02,20,18533,17617
2019-03-02,21,17912,17245
2019-03-02,22,17443,16733
2019-03-02,23,16913,16035
2019-03-02,24,16415,15352
2019-03-03,1,16000,14831
2019-03-03,2,15884,14445
2019-03-03,3,15632,14101
2019-03-03,4,15234,13983
2019-03-03,5,15187,14037
2019-03-03,6,15409,14200
2019-03-03,7,15894,14803
2019-03-03,8,16031,15043
2019-03-03,9,16621,15393
2019-03-03,10,16870,15426
2019-03-03,11,16708,15353
2019-03-03,12,16790,15269
2019-03-03,13,16997,15335
2019-03-03,14,17322,15625
2019-03-03,15,17351,15641
2019-03-03,16,17370,16200
2019-03-03,17,17894,16978
2019-03-03,18,18572,17726
2019-03-03,19,19677,18456
2019-03-03,20,18982,17998
2019-03-03,21,18785,17775
2019-03-03,22,17915,17162
2019-03-03,23,17304,16428
2019-03-03,24,17367,15891
2019-03-04,1,16391,15069
2019-03-04,2,16049,14644
2019-03-04,3,15971,14683
2019-03-04,4,16533,14852
2019-03-04,5,17087,15322
2019-03-04,6,17639,15861
2019-03-04,7,18745,17129
2019-03-04,8,20178,18219
2019-03-04,9,19985,18306
2019-03-04,10,19768,17959
2019-03-04,11,19186,17501
2019-03-04,12,18775,17016
2019-03-04,13,18558,16711
2019-03-04,14,18249,16645
2019-03-04,15,18294,16795
2019-03-04,16,18786,17201
2019-03-04,17,19387,17868
2019-03-04,18,20248,18792
2019-03-04,19,20935,19407
2019-03-04,20,20746,19630
2019-03-04,21,20275,19124
2019-03-04,22,19711,18528
2019-03-04,23,19049,17540
2019-03-04,24,18291,16746
2019-03-05,1,17480,16050
2019-03-05,2,17282,15704
2019-03-05,3,17133,15497
2019-03-05,4,17030,15404
2019-03-05,5,17195,15654
2019-03-05,6,18125,16302
2019-03-05,7,18968,17314
2019-03-05,8,20154,18210
2019-03-05,9,20477,18352
2019-03-05,10,20218,18066
2019-03-05,11,19610,17624
2019-03-05,12,19297,17454
2019-03-05,13,19491,17356
2019-03-05,14,19747,17440
2019-03-05,15,20093,17654
2019-03-05,16,20265,18054
2019-03-05,17,20615,18675
2019-03-05,18,20762,19225
2019-03-05,19,21381,19891
2019-03-05,20,21594,20263
2019-03-05,21,21296,19864
2019-03-05,22,20571,19065
2019-03-05,23,19407,17983
2019-03-05,24,18484,16863
2019-03-06,1,18264,16131
2019-03-06,2,18391,15936
2019-03-06,3,18671,15782
2019-03-06,4,18415,15781
2019-03-06,5,18536,16011
2019-03-06,6,18769,16589
2019-03-06,7,20349,17933
2019-03-06,8,20871,18822
2019-03-06,9,20873,18800
2019-03-06,10,20156,18091
2019-03-06,11,19727,17506
2019-03-06,12,19530,17367
2019-03-06,13,19368,17204
2019-03-06,14,19374,17235
2019-03-06,15,19418,17284
2019-03-06,16,19074,17481
2019-03-06,17,19700,18180
2019-03-06,18,20695,19044
2019-03-06,19,21765,19944
2019-03-06,20,21911,20168
2019-03-06,21,21599,19761
2019-03-06,22,20825,19027
2019-03-06,23,19977,17925
2019-03-06,24,19090,16820
2019-03-07,1,18382,16049
2019-03-07,2,18096,15692
2019-03-07,3,18155,15683
2019-03-07,4,18145,15709
2019-03-07,5,18210,15749
2019-03-07,6,18883,16432
2019-03-07,7,19966,17765
2019-03-07,8,20607,18725
2019-03-07,9,20250,18429
2019-03-07,10,20067,17891
2019-03-07,11,19440,17356
2019-03-07,12,19314,17050
2019-03-07,13,19275,16872
2019-03-07,14,19249,16892
2019-03-07,15,19114,16834
2019-03-07,16,19284,17012
2019-03-07,17,20213,17974
2019-03-07,18,20415,18702
2019-03-07,19,21474,19584
2019-03-07,20,21288,19753
2019-03-07,21,20910,19462
2019-03-07,22,20560,18687
2019-03-07,23,19607,17739
2019-03-07,24,18610,16592
2019-03-08,1,17648,15955
2019-03-08,2,17222,15671
2019-03-08,3,17386,15600
2019-03-08,4,17404,15558
2019-03-08,5,17852,15761
2019-03-08,6,18522,16396
2019-03-08,7,19415,17563
2019-03-08,8,19641,18246
2019-03-08,9,19641,17960
2019-03-08,10,19752,17390
2019-03-08,11,19548,16969
2019-03-08,12,18913,16711
2019-03-08,13,18541,16457
2019-03-08,14,18154,16238
2019-03-08,15,17857,16028
2019-03-08,16,17638,16062
2019-03-08,17,17912,16710
2019-03-08,18,18555,17493
2019-03-08,19,19689,18261
2019-03-08,20,19988,18683
2019-03-08,21,19588,18366
2019-03-08,22,18723,17693
2019-03-08,23,17955,16840
2019-03-08,24,16885,15895
2019-03-09,1,16729,15294
2019-03-09,2,16400,14913
2019-03-09,3,16288,14761
2019-03-09,4,16222,14777
2019-03-09,5,16330,14771
2019-03-09,6,16016,15049
2019-03-09,7,16605,15619
2019-03-09,8,16672,15687
2019-03-09,9,16407,15464
2019-03-09,10,16378,15098
2019-03-09,11,16451,14805
2019-03-09,12,16906,14624
2019-03-09,13,16994,14656
2019-03-09,14,16790,14443
2019-03-09,15,16646,14320
2019-03-09,16,16726,14500
2019-03-09,17,17340,15114
2019-03-09,18,17848,16100
2019-03-09,19,18859,17003
2019-03-09,20,18789,16860
2019-03-09,21,18283,16454
2019-03-09,22,17773,15954
2019-03-09,23,17221,15441
2019-03-09,24,16889,14701
2019-03-10,1,16584,14242
2019-03-10,2,16645,13931
2019-03-10,3,16367,13774
2019-03-10,4,15548,13625
2019-03-10,5,15943,13507
2019-03-10,6,16224,13673
2019-03-10,7,16627,14048
2019-03-10,8,17260,14794
2019-03-10,9,18088,15326
2019-03-10,10,18403,15782
2019-03-10,11,18252,16097
2019-03-10,12,18078,16240
2019-03-10,13,17850,16288
2019-03-10,14,17611,16282
2019-03-10,15,17678,16454
2019-03-10,16,18283,16841
2019-03-10,17,18306,17111
2019-03-10,18,18368,17111
2019-03-10,19,18202,17256
2019-03-10,20,18245,16759
2019-03-10,21,17980,16241
2019-03-10,22,17363,15592
2019-03-10,23,17140,14813
2019-03-10,24,16641,14215
2019-03-11,1,16403,13803
2019-03-11,2,15980,13652
2019-03-11,3,16210,13602
2019-03-11,4,16481,13725
2019-03-11,5,16679,14351
2019-03-11,6,17747,15393
2019-03-11,7,18391,16302
2019-03-11,8,18923,16953
2019-03-11,9,19161,17125
2019-03-11,10,19273,16998
2019-03-11,11,19189,17083
2019-03-11,12,19012,16924
2019-03-11,13,18844,16856
2019-03-11,14,18833,16725
2019-03-11,15,18555,16603
2019-03-11,16,18445,16879
2019-03-11,17,19127,17416
2019-03-11,18,19231,17594
2019-03-11,19,19270,18132
2019-03-11,20,19355,18295
2019-03-11,21,18311,17415
2019-03-11,22,17548,16450
2019-03-11,23,16816,15492
2019-03-11,24,16297,14691
2019-03-12,1,16007,14249
2019-03-12,2,15997,14115
2019-03-12,3,16291,14033
2019-03-12,4,16072,14073
2019-03-12,5,16618,14663
2019-03-12,6,17440,15794
2019-03-12,7,19177,17202
2019-03-12,8,19621,17505
2019-03-12,9,19082,17057
2019-03-12,10,18472,16384
2019-03-12,11,17996,15788
2019-03-12,12,17285,15431
2019-03-12,13,16668,15032
2019-03-12,14,16468,14727
2019-03-12,15,16591,14830
2019-03-12,16,16606,14959
2019-03-12,17,17254,15655
2019-03-12,18,17668,16258
2019-03-12,19,18446,17067
2019-03-12,20,18848,17519
2019-03-12,21,18396,16935
2019-03-12,22,17321,15978
2019-03-12,23,16661,15054
2019-03-12,24,16165,14348
2019-03-13,1,15266,13969
2019-03-13,2,14975,13717
2019-03-13,3,14885,13658
2019-03-13,4,14989,13703
2019-03-13,5,15746,14430
2019-03-13,6,16939,15651
2019-03-13,7,18375,16684
2019-03-13,8,18791,16979
2019-03-13,9,18618,16926
2019-03-13,10,18615,17044
2019-03-13,11,18593,17103
2019-03-13,12,18348,16944
2019-03-13,13,18184,16919
2019-03-13,14,17918,16822
2019-03-13,15,18304,16937
2019-03-13,16,18773,17261
2019-03-13,17,18643,17445
2019-03-13,18,18419,17413
2019-03-13,19,18703,17815
2019-03-13,20,18789,17685
2019-03-13,21,18421,16990
2019-03-13,22,17755,15967
2019-03-13,23,16766,14915
2019-03-13,24,16080,14105
2019-03-14,1,15763,13640
2019-03-14,2,15680,13369
2019-03-14,3,15560,13297
2019-03-14,4,15607,13311
2019-03-14,5,16222,13888
2019-03-14,6,17236,14918
2019-03-14,7,18299,16020
2019-03-14,8,18547,16342
2019-03-14,9,18410,16266
2019-03-14,10,18263,16070
2019-03-14,11,18330,16060
2019-03-14,12,18123,15981
2019-03-14,13,18359,16111
2019-03-14,14,18419,16137
2019-03-14,15,18496,16328
2019-03-14,16,18179,16327
2019-03-14,17,17628,16449
2019-03-14,18,17690,16629
2019-03-14,19,18491,17115
2019-03-14,20,18733,16936
2019-03-14,21,18460,16314
2019-03-14,22,17601,15405
2019-03-14,23,17109,14499
2019-03-14,24,16315,13590
2019-03-15,1,15599,12940
2019-03-15,2,15561,12780
2019-03-15,3,15599,12652
2019-03-15,4,15709,12724
2019-03-15,5,15977,13313
2019-03-15,6,17060,14467
2019-03-15,7,17929,15418
2019-03-15,8,18276,15880
2019-03-15,9,18350,16069
2019-03-15,10,18707,16273
2019-03-15,11,18541,16284
2019-03-15,12,18352,16107
2019-03-15,13,18295,16170
2019-03-15,14,18146,16115
2019-03-15,15,18240,16064
2019-03-15,16,18291,16182
2019-03-15,17,18563,16457
2019-03-15,18,18966,16764
2019-03-15,19,19501,17161
2019-03-15,20,18821,16957
2019-03-15,21,18424,16428
2019-03-15,22,17473,15478
2019-03-15,23,17058,14501
2019-03-15,24,16834,13809
2019-03-16,1,16498,13342
2019-03-16,2,16372,13078
2019-03-16,3,16194,13082
2019-03-16,4,15893,13005
2019-03-16,5,16425,13375
2019-03-16,6,16829,13849
2019-03-16,7,16914,14325
2019-03-16,8,17526,14940
2019-03-16,9,18104,15487
2019-03-16,10,17861,15355
2019-03-16,11,17368,14831
2019-03-16,12,17567,14753
2019-03-16,13,17591,14754
2019-03-16,14,17620,14753
2019-03-16,15,17580,14720
2019-03-16,16,18223,15267
2019-03-16,17,18224,15793
2019-03-16,18,18615,16216
2019-03-16,19,19317,16739
2019-03-16,20,19063,16637
2019-03-16,21,18895,16159
2019-03-16,22,18410,15548
2019-03-16,23,18009,14825
2019-03-16,24,16759,14218
2019-03-17,1,16591,13853
2019-03-17,2,16288,13636
2019-03-17,3,16411,13526
2019-03-17,4,15912,13517
2019-03-17,5,16399,13810
2019-03-17,6,16361,14248
2019-03-17,7,16277,14625
2019-03-17,8,16452,14880
2019-03-17,9,15984,14809
2019-03-17,10,15730,14539
2019-03-17,11,15922,14470
2019-03-17,12,16023,14307
2019-03-17,13,15865,14121
2019-03-17,14,15709,13965
2019-03-17,15,16309,14308
2019-03-17,16,17071,15093
2019-03-17,17,17454,15672
2019-03-17,18,17449,16123
2019-03-17,19,18261,16739
2019-03-17,20,18687,16989
2019-03-17,21,18235,16551
2019-03-17,22,17557,15619
2019-03-17,23,17213,14834
2019-03-17,24,16718,14168
2019-03-18,1,16061,13822
2019-03-18,2,15984,13835
2019-03-18,3,16088,13931
2019-03-18,4,16255,14151
2019-03-18,5,16822,14718
2019-03-18,6,18745,16048
2019-03-18,7,19772,17456
2019-03-18,8,19279,17257
2019-03-18,9,18925,16523
2019-03-18,10,18897,16129
2019-03-18,11,18755,15862
2019-03-18,12,18634,16097
2019-03-18,13,18422,15966
2019-03-18,14,18007,15674
2019-03-18,15,17669,15473
2019-03-18,16,17707,15747
2019-03-18,17,18109,16268
2019-03-18,18,18706,16788
2019-03-18,19,20059,17647
2019-03-18,20,20223,17951
2019-03-18,21,19679,17193
2019-03-18,22,18753,16115
2019-03-18,23,17581,15086
2019-03-18,24,16771,14384
2019-03-19,1,16823,14142
2019-03-19,2,16943,14073
2019-03-19,3,16971,14057
2019-03-19,4,16958,14229
2019-03-19,5,16694,14715
2019-03-19,6,18171,16055
2019-03-19,7,19463,17453
2019-03-19,8,19305,17275
2019-03-19,9,19123,16533
2019-03-19,10,18591,15977
2019-03-19,11,17988,15535
2019-03-19,12,17400,15178
2019-03-19,13,17145,15151
2019-03-19,14,16855,15111
2019-03-19,15,16976,15161
2019-03-19,16,17055,15418
2019-03-19,17,17915,16113
2019-03-19,18,18224,16540
2019-03-19,19,19269,17225
2019-03-19,20,19252,17519
2019-03-19,21,19192,17011
2019-03-19,22,17826,15910
2019-03-19,23,17112,14713
2019-03-19,24,16660,14013
2019-03-20,1,16562,13653
2019-03-20,2,16513,13630
2019-03-20,3,16694,13565
2019-03-20,4,16583,13566
2019-03-20,5,17017,14086
2019-03-20,6,17999,15350
2019-03-20,7,19152,16667
2019-03-20,8,19141,16555
2019-03-20,9,18570,15873
2019-03-20,10,18303,15562
2019-03-20,11,17681,15198
2019-03-20,12,17280,14735
2019-03-20,13,17225,14719
2019-03-20,14,17477,14771
2019-03-20,15,17600,14871
2019-03-20,16,17740,15310
2019-03-20,17,18470,16134
2019-03-20,18,18953,16578
2019-03-20,19,19335,17156
2019-03-20,20,19287,17396
2019-03-20,21,18933,16634
2019-03-20,22,18035,15588
2019-03-20,23,16587,14415
2019-03-20,24,15975,13797
2019-03-21,1,15639,13429
2019-03-21,2,15535,13160
2019-03-21,3,15223,13142
2019-03-21,4,15383,13393
2019-03-21,5,15990,13735
2019-03-21,6,17519,15020
2019-03-21,7,18751,16337
2019-03-21,8,18945,16759
2019-03-21,9,19087,16732
2019-03-21,10,19139,16750
2019-03-21,11,18849,16586
2019-03-21,12,18778,16456
2019-03-21,13,18491,16520
2019-03-21,14,18289,16320
2019-03-21,15,18277,16261
2019-03-21,16,18476,16476
2019-03-21,17,18896,16777
2019-03-21,18,18810,16803
2019-03-21,19,18857,17164
2019-03-21,20,19128,17209
2019-03-21,21,18679,16447
2019-03-21,22,17778,15553
2019-03-21,23,17019,14577
2019-03-21,24,16437,13762
2019-03-22,1,15925,13297
2019-03-22,2,15398,12939
2019-03-22,3,15647,12935
2019-03-22,4,15877,13145
2019-03-22,5,16420,13735
2019-03-22,6,17401,14937
2019-03-22,7,18466,16337
2019-03-22,8,18702,16646
2019-03-22,9,18232,16284
2019-03-22,10,18177,16037
2019-03-22,11,17958,15774
2019-03-22,12,17689,15494
2019-03-22,13,17977,15537
2019-03-22,14,17857,15383
2019-03-22,15,17820,15344
2019-03-22,16,17996,15522
2019-03-22,17,18406,15933
2019-03-22,18,18880,16409
2019-03-22,19,19460,17049
2019-03-22,20,19598,17409
2019-03-22,21,19645,16983
2019-03-22,22,18858,16113
2019-03-22,23,18071,15084
2019-03-22,24,17171,14285
2019-03-23,1,16705,13838
2019-03-23,2,16567,13651
2019-03-23,3,16566,13576
2019-03-23,4,16770,13586
2019-03-23,5,16851,13883
2019-03-23,6,17026,14423
2019-03-23,7,17165,14963
2019-03-23,8,17243,15208
2019-03-23,9,16715,14870
2019-03-23,10,16944,14740
2019-03-23,11,17124,14715
2019-03-23,12,17327,14467
2019-03-23,13,17041,14152
2019-03-23,14,16375,13686
2019-03-23,15,15972,13436
2019-03-23,16,16591,13737
2019-03-23,17,17148,14390
2019-03-23,18,17635,15050
2019-03-23,19,18124,15697
2019-03-23,20,18453,16049
2019-03-23,21,18015,15539
2019-03-23,22,16653,14749
2019-03-23,23,16036,14015
2019-03-23,24,16120,13369
2019-03-24,1,16044,12876
2019-03-24,2,15976,12756
2019-03-24,3,16045,12663
2019-03-24,4,16128,12717
2019-03-24,5,16085,12936
2019-03-24,6,16517,13495
2019-03-24,7,16430,13821
2019-03-24,8,16457,14033
2019-03-24,9,16443,14227
2019-03-24,10,16521,14368
2019-03-24,11,16728,14475
2019-03-24,12,16911,14509
2019-03-24,13,16286,14150
2019-03-24,14,16071,13823
2019-03-24,15,16034,13984
2019-03-24,16,16499,14431
2019-03-24,17,17391,15088
2019-03-24,18,17815,15628
2019-03-24,19,18125,16136
2019-03-24,20,18390,16523
2019-03-24,21,17851,16191
2019-03-24,22,17239,15432
2019-03-24,23,16788,14492
2019-03-24,24,15636,13568
2019-03-25,1,15240,13389
2019-03-25,2,15182,13340
2019-03-25,3,15392,13340
2019-03-25,4,15330,13493
2019-03-25,5,15915,14211
2019-03-25,6,16999,15463
2019-03-25,7,19027,16784
2019-03-25,8,18881,16683
2019-03-25,9,17758,15983
2019-03-25,10,16675,15461
2019-03-25,11,16635,15075
2019-03-25,12,16768,15141
2019-03-25,13,17067,15007
2019-03-25,14,16984,14700
2019-03-25,15,16835,14526
2019-03-25,16,16794,14960
2019-03-25,17,17728,15592
2019-03-25,18,18350,16071
2019-03-25,19,19168,16988
2019-03-25,20,20009,17565
2019-03-25,21,19090,17100
2019-03-25,22,17926,15969
2019-03-25,23,16910,14970
2019-03-25,24,16308,14258
2019-03-26,1,16426,14013
2019-03-26,2,16403,13955
2019-03-26,3,16276,13904
2019-03-26,4,16449,13998
2019-03-26,5,17191,14501
2019-03-26,6,18228,15969
2019-03-26,7,19385,17259
2019-03-26,8,18916,16928
2019-03-26,9,18184,16006
2019-03-26,10,17970,15522
2019-03-26,11,17463,15203
2019-03-26,12,17089,15035
2019-03-26,13,16931,14919
2019-03-26,14,16910,14737
2019-03-26,15,16935,14722
2019-03-26,16,17227,15265
2019-03-26,17,17999,15948
2019-03-26,18,18394,16417
2019-03-26,19,19274,17199
2019-03-26,20,19503,17592
2019-03-26,21,18882,17103
2019-03-26,22,17966,16269
2019-03-26,23,16529,14930
2019-03-26,24,16001,14211
2019-03-27,1,15728,13948
2019-03-27,2,16297,13834
2019-03-27,3,16264,13605
2019-03-27,4,16723,13752
2019-03-27,5,17181,14331
2019-03-27,6,18179,15677
2019-03-27,7,19063,16898
2019-03-27,8,18807,16705
2019-03-27,9,18268,15824
2019-03-27,10,17593,15227
2019-03-27,11,17161,14944
2019-03-27,12,17103,14821
2019-03-27,13,16882,14572
2019-03-27,14,16697,14422
2019-03-27,15,16432,14368
2019-03-27,16,16780,14782
2019-03-27,17,17446,15453
2019-03-27,18,17897,15994
2019-03-27,19,18525,16685
2019-03-27,20,18624,17055
2019-03-27,21,18316,16326
2019-03-27,22,17721,15251
2019-03-27,23,16949,14126
2019-03-27,24,16336,13430
2019-03-28,1,16039,12922
2019-03-28,2,15958,12800
2019-03-28,3,16030,12798
2019-03-28,4,16139,12977
2019-03-28,5,16699,13458
2019-03-28,6,17797,14546
2019-03-28,7,19012,15941
2019-03-28,8,19180,16380
2019-03-28,9,19288,16362
2019-03-28,10,19096,16469
2019-03-28,11,19094,16415
2019-03-28,12,18369,15998
2019-03-28,13,17509,15451
2019-03-28,14,17185,15337
2019-03-28,15,17666,15460
2019-03-28,16,18725,16012
2019-03-28,17,18803,16220
2019-03-28,18,18364,16133
2019-03-28,19,18545,16489
2019-03-28,20,19253,16765
2019-03-28,21,18263,16006
2019-03-28,22,17144,15032
2019-03-28,23,16381,13943
2019-03-28,24,15681,13198
2019-03-29,1,15707,12983
2019-03-29,2,15302,12959
2019-03-29,3,15054,12697
2019-03-29,4,15058,12881
2019-03-29,5,16248,13664
2019-03-29,6,17324,14968
2019-03-29,7,18450,16278
2019-03-29,8,18648,16487
2019-03-29,9,17777,15860
2019-03-29,10,17368,15328
2019-03-29,11,16908,14746
2019-03-29,12,16917,14493
2019-03-29,13,16607,14202
2019-03-29,14,16380,14057
2019-03-29,15,15975,13732
2019-03-29,16,16184,13976
2019-03-29,17,16848,14704
2019-03-29,18,17325,15154
2019-03-29,19,17899,15775
2019-03-29,20,18098,16171
2019-03-29,21,17889,15791
2019-03-29,22,16926,14993
2019-03-29,23,16219,14017
2019-03-29,24,15180,13185
2019-03-30,1,14221,12631
2019-03-30,2,14064,12308
2019-03-30,3,14485,12210
2019-03-30,4,14965,12250
2019-03-30,5,15654,12571
2019-03-30,6,16181,13289
2019-03-30,7,15970,13963
2019-03-30,8,16667,15046
2019-03-30,9,17671,15938
2019-03-30,10,18232,16347
2019-03-30,11,17754,16523
2019-03-30,12,17330,16467
2019-03-30,13,16603,15938
2019-03-30,14,16415,15596
2019-03-30,15,16773,15559
2019-03-30,16,16811,15683
2019-03-30,17,17381,16061
2019-03-30,18,17394,16055
2019-03-30,19,17637,16167
2019-03-30,20,17205,15855
2019-03-30,21,17067,15504
2019-03-30,22,17056,14968
2019-03-30,23,16684,14274
2019-03-30,24,16251,13650
2019-03-31,1,15456,13209
2019-03-31,2,15445,12861
2019-03-31,3,15349,12641
2019-03-31,4,15476,12791
2019-03-31,5,15636,13029
2019-03-31,6,15845,13460
2019-03-31,7,16154,13867
2019-03-31,8,16807,14661
2019-03-31,9,17007,15254
2019-03-31,10,16643,15345
2019-03-31,11,16739,15434
2019-03-31,12,16977,15419
2019-03-31,13,16904,15277
2019-03-31,14,16788,15084
2019-03-31,15,16565,14842
2019-03-31,16,16933,15225
2019-03-31,17,17854,15988
2019-03-31,18,18376,16320
2019-03-31,19,18597,16690
2019-03-31,20,18633,16892
2019-03-31,21,18338,16519
2019-03-31,22,17579,15698
2019-03-31,23,16833,14606
2019-03-31,24,16044,13861
2019-04-01,1,15695,13521
2019-04-01,2,15608,13406
2019-04-01,3,15852,13539
2019-04-01,4,16181,13788
2019-04-01,5,16797,14501
2019-04-01,6,18113,15899
2019-04-01,7,19036,17067
2019-04-01,8,18948,16990
2019-04-01,9,18537,16525
2019-04-01,10,18065,15924
2019-04-01,11,17687,15542
2019-04-01,12,17465,15326
2019-04-01,13,17293,15277
2019-04-01,14,17047,14952
2019-04-01,15,16772,14742
2019-04-01,16,17038,15042
2019-04-01,17,17626,15797
2019-04-01,18,17754,16147
2019-04-01,19,18840,16981
2019-04-01,20,19460,17645
2019-04-01,21,18725,16863
2019-04-01,22,17734,15707
2019-04-01,23,16753,14577
2019-04-01,24,16036,13786
